,,,,,,,,,,,,,,,,,,,,,
,,,,pre tax(total),post tax(total,,,,,,,,,,,,,,,,
,,,total cost,354,387.1875,,,,,,,,,,,,,,,,
,,,,pre tax(without frame),post tax (without frame),,,,,,,,,,,,,,,,
,,,,304,332.5,,,,,,,,,,,,,,,,
,,name,link,cost,amount,description,,,,,,,,,,,,,,,
,,edf,https://www.amazon.com/50MM-EDF-Electric-ESC-Aircraft/dp/B0D9K8CQFJ/ref=sr_1_8?crid=14T133GKEE1IW&dib=eyJ2IjoiMSJ9.0H9RKSbIZJekIZ9xsyzBlZ5CgJ-Xwb5_4RaihE8yrK7Bw59vrHdJt6H0rh1aQcl3JZx7YT2iRvsZgdIn1X3aDTmOxywsvO_4v9pVFnCjaJndI-ST0RFCc_1Bv5-KpRL0atG3sr9Khmrf6eVSvu2mLrQzjtxbMTvUv1Wb3t_3BpPoYRO1LvZE3DjdXILMxyCJX1et6h6t17Lb0cmsXvyMvEdEIxJ_yyWexldQgIVeM3XYPGONsgLf3cE4ROH1ZOEFzAOlANOhAVjIs_Vu-0dugvLwxoDU2cfKYyvrdzZLB9o.lTW38_zhNjyDRlTSWRR9NgGhAuuUQ7sLoawtpwbncl0&dib_tag=se&keywords=edf%2B2kg%2Bwith%2Besc&qid=1774904954&sprefix=edf%2B2kg%2Bwith%2Besc%2Caps%2C197&sr=8-8&th=1,53,2,the 2 main fans that give thrust to the airplane,,,,,,,,,,,,,,,106
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
